timestamp,lacc_x,lacc_y,lacc_z
3941496,30,9,18
3941506,23,9,-20
3941516,-10,-10,4
3941526,-10,-10,4
3941536,-13,-13,0
3941546,11,-2,-5
3941556,0,-6,6
3941566,1,-4,-14
3941576,-13,-10,9
3941646,3,-5,-4
3941656,2,-4,2
3941666,0,-4,-3
3941676,-1,-3,1
3941686,0,-5,-1
3941696,0,-4,3
3941706,-20,-11,3
3941716,-28,-11,-26
3941726,0,-5,30
3941736,5,-1,1
3941746,-5,-2,-15
3941756,-6,-4,2
3941766,5,-1,-4
3941776,-1,-3,-12
3941786,-1,-7,6
3941796,-2,-5,1
3941806,-4,-6,5
3941817,5,-1,-5
3941826,1,-3,0
3941836,0,-5,4
3941846,-3,-6,5
3941856,-3,-6,-1
3941866,-2,-6,-2
3941876,0,-2,-2
3941886,2,-3,1
3941896,0,-6,1
3941906,-1,-4,-1
3941916,0,-8,-4
3941926,0,-6,0
3941936,0,-4,3
3941946,1,-5,0
3941956,0,-3,0
3941966,-2,-5,-1
3941976,-2,-5,1
3941986,2,-5,0
3941996,0,-2,0
3942006,1,-3,-3
3942016,0,-6,-3
3942026,0,-3,0
3942036,0,-2,0
3942046,0,-3,0
3942056,0,-5,0
3942066,0,-5,-1
3942076,0,-4,1
3942086,0,-3,1
3942096,0,-5,-2
3942166,1,-5,-2
3942176,0,-5,-1
3942186,1,-6,-2
3942196,1,-5,0
3942206,0,-3,0
3942216,0,-5,0
3942226,-2,-5,-1
3942236,0,-6,1
3942246,1,-5,0
3942256,0,-3,1
3942266,-1,-2,-1
3942276,0,-5,0
3942286,2,-4,0
3942296,0,-7,1
3942306,2,-7,1
3942316,-1,-7,0
3942326,0,-5,0
3942336,-1,-4,0
3942346,1,-5,0
3942356,0,-7,0
3942366,2,-5,0
3942376,0,-5,-1
3942386,1,-4,0
3942396,0,-3,0
3942406,0,-5,1
3942416,0,-6,-2
3942426,1,-4,0
3942436,1,-4,0
3942446,-2,-5,0
3942456,0,-6,0
3942466,0,-5,-3
3942476,0,-5,0
3942486,0,-5,0
3942496,1,-4,1
3942506,-1,-2,0
3942516,0,-5,-3
3942526,0,-5,0
3942536,1,-6,0
3942546,2,-8,0
3942556,0,-5,2
3942566,-1,-5,0
3942576,1,-5,0
3942586,0,-4,0
3942596,0,-5,0
3942606,1,-4,0
3942616,1,-6,-1
3942626,1,-5,0
3942636,0,-4,0
3942726,0,-5,0
3942736,0,-5,0
3942746,0,-6,0
3942756,1,-4,0
3942766,0,-6,0
3942776,-1,-6,0
3942786,-1,-5,1
3942796,-1,-6,1
3942806,0,-4,0
3942816,0,-7,0
3942826,0,-5,1
3942836,0,-5,2
3942846,0,-8,0
3942856,0,-4,0
3942866,0,-5,0
3942876,0,-5,1
3942886,0,-7,0
3942896,0,-5,0
3942906,0,-5,1
3942916,0,-4,-4
3942926,1,-7,0
3942936,0,-4,0
3942946,0,-5,1
3942956,-1,-4,-1
3942966,0,-5,-2
3942976,1,-5,0
3942986,0,-4,0
3942996,2,-6,0
3943006,0,-4,2
3943016,1,-4,-3
3943026,0,-6,1
3943036,0,-5,0
3943046,1,-5,1
3943056,0,-5,0
3943066,-1,-5,-1
3943076,1,-4,0
3943086,0,-4,0
3943096,1,-7,0
3943106,1,-5,-2
3943116,0,-6,-3
3943126,0,-5,1
3943136,1,-4,0
3943146,0,-5,2
3943156,1,-5,-1
3943226,0,-5,0
3943236,0,-3,0
3943246,0,-5,3
3943256,0,-5,1
3943266,0,-8,1
3943276,0,-3,0
3943286,0,-5,0
3943296,0,-6,-1
3943306,0,-6,0
3943316,-2,-6,0
3943326,0,-4,0
3943336,-20,-13,3
3943346,-1,0,1
3943356,0,-7,-2
3943366,18,1,5
3943376,3,-4,-10
3943386,2,-4,-12
3943396,-5,-6,3
3943406,-5,-6,-2
3943416,17,0,-2
3943426,5,-5,17
3943436,7,-2,-26
3943446,-9,-9,22
3943456,6,-5,-14
3943466,0,-5,4
3943476,4,-2,-7
3943486,-5,-4,12
3943496,15,5,2
3943506,-19,-13,2
3943516,24,3,4
3943526,6,-1,-21
3943536,4,-3,-25
3943546,-8,-9,14
3943556,-2,-7,-6
3943566,-5,-4,5
3943576,3,-5,-6
3943586,-6,-8,6
3943596,5,-2,-7
3943606,-5,-10,0
3943616,0,-4,-3
3943626,-1,-5,6
3943636,9,-4,-3
3943646,0,-1,1
3943656,1,-5,0
3943666,-1,-4,0
3943676,-1,-4,-3
3943686,0,-3,2
3943696,1,-5,2
3943706,0,-6,1
3943716,1,-7,0
3943726,1,-7,0
3943736,-1,-6,1
3943746,2,-3,0
3943756,0,-5,0
3943766,0,-5,-1
3943776,0,-5,-3
3943786,2,-3,-2
3943796,0,-5,1
3943866,0,-4,0
3943876,0,-6,0
3943886,2,-4,-1
3943896,0,-6,-1
3943906,0,-7,1
3943916,0,-5,-1
3943926,0,-5,-1
3943936,0,-6,0
3943946,0,-5,0
3943956,-1,-5,3
3943966,0,-4,0
3943976,0,-7,1
3943986,0,-4,0
3943996,1,-5,1
3944006,1,-5,1
3944016,0,-5,1
3944026,-1,-4,-3
3944036,0,-6,0
3944046,2,-5,0
3944056,1,-4,0
3944066,0,-4,0
3944076,-2,-5,-3
3944086,0,-4,0
3944096,0,-6,1
3944106,1,-6,0
3944116,0,-4,-1
3944126,2,-6,0
3944136,0,-3,1
3944146,0,-6,0
3944156,0,-5,0
3944166,1,-5,0
3944176,0,-5,-3
3944186,-1,-5,-2
3944196,0,-7,3
3944206,0,-6,3
3944216,0,-6,0
3944226,-1,-6,1
3944236,0,-3,-1
3944246,0,-5,-1
3944256,0,-3,0
3944266,0,-4,-1
3944276,0,-5,-3
3944286,1,-4,1
3944296,0,-4,0
3944306,1,-5,0
3944316,0,-5,-1
3944326,0,-3,-1
3944336,-1,-5,0
3944346,-1,-5,-2
3944356,1,-3,0
3944366,0,-5,1
3944376,0,-6,0
3944386,-1,-4,1
3944396,1,-4,-1
3944406,2,-4,1
3944416,-21,-10,2
3944426,-10,-3,-2
3944436,13,2,5
3944446,28,6,13
3944456,6,-1,-23
3944466,0,-7,26
3944476,-6,-9,13
3944566,7,-2,-9
3944576,0,-7,0
3944586,4,-3,-5
3944596,-3,-5,4
3944606,4,-3,-1
3944616,0,-4,-2
3944626,-14,-12,-15
3944636,21,5,15
3944646,-25,-12,-14
3944656,8,2,-26
3944666,2,-6,33
3944676,9,-1,-28
3944686,-5,-11,10
3944696,4,-3,-5
3944706,0,-8,11
3944716,5,-1,-16
3944726,0,-5,17
3944736,-2,-6,9
3944746,-5,-6,-1
3944756,-1,-3,-3
3944766,2,-6,-3
3944776,1,-5,0
3944786,-3,-5,0
3944796,2,-4,0
3944806,3,-4,-1
3944816,0,-4,-1
3944826,0,-6,-1
3944836,-1,-5,1
3944906,0,-3,0
3944916,0,-4,-1
3944926,0,-3,-1
3944936,-1,-6,0
3944946,0,-7,2
3944956,0,-4,0
3944966,0,-4,-1
3944976,-1,-6,0
3944986,0,-7,0
3944996,0,-5,0
3945006,1,-5,1
3945016,2,-4,-3
3945026,0,-3,-1
3945036,0,-5,-1
3945046,1,-5,-1
3945056,1,-5,3
3945066,0,-9,-1
3945076,0,-6,-1
3945086,0,-3,-1
3945096,-1,-7,-1
3945106,0,-3,0
3945116,1,-5,0
3945126,0,-5,-2
3945136,0,-4,0
3945146,0,-6,0
3945156,0,-5,0
3945166,-1,-5,0
3945176,0,-5,-2
3945186,1,-6,0
3945196,0,-5,-1
3945206,0,-5,2
3945216,1,-6,0
3945226,1,-6,-2
3945236,1,-7,1
3945246,-1,-5,0
3945256,1,-5,0
3945266,1,-4,0
3945276,0,-4,0
3945286,0,-5,1
3945296,0,-6,1
3945306,1,-5,0
3945316,0,-3,-2
3945326,0,-5,-1
3945336,0,-2,-2
3945346,-1,-4,2
3945356,0,-4,0
3945366,-1,-6,0
3945376,0,-5,-1
3945386,0,-6,-1
3945396,0,-8,0
3945406,0,-3,0
3945416,1,-4,0
3945426,0,-5,0
3945436,0,-6,1
3945526,0,-2,-9
3945536,-4,-5,2
3945546,0,-4,2
3945556,6,0,0
3945566,-14,-13,4
3945576,-6,-6,2
3945586,-4,-6,-5
3945596,-1,-11,-25
3945606,7,1,32
3945616,7,0,-26
3945626,5,-7,15
3945636,-6,-5,6
3945646,-3,-5,-2
3945656,-2,-6,3
3945666,0,-5,-3
3945676,-16,-13,0
3945686,28,4,-4
3945696,-23,-15,1
3945706,6,0,-27
3945716,-14,-12,30
3945726,15,0,-26
3945736,-1,-5,6
3945746,13,-1,-17
3945756,-1,-5,16
3945766,4,-4,-7
3945776,-4,-6,4
3945786,2,-4,-6
3945796,-3,-5,-7
3945806,-7,-10,15
3945816,-4,-7,9
3945826,0,-6,-3
3945836,0,-5,-2
3945846,8,-2,-3
3945856,-6,-7,9
3945866,7,-4,-5
3945876,4,-5,0
3945886,-12,-13,-13
3945896,13,3,20
3945906,13,3,20
3945916,6,2,-28
3945926,0,-7,17
3945936,9,0,-11
3945946,0,-5,-1
3945956,0,-5,-1
3945966,0,-6,-5
3945976,-4,-5,5
3946046,1,-4,-1
3946056,-3,-6,2
3946066,1,-6,-2
3946076,1,-4,-1
3946086,1,-5,-4
3946096,0,-5,3
3946106,-1,-5,2
3946116,0,-8,0
3946126,1,-7,-1
3946136,2,-5,1
3946146,0,-5,0
3946156,0,-6,0
3946166,0,-5,-1
3946176,0,-5,0
3946186,1,-4,-2
3946196,0,-6,0
3946206,0,-5,0
3946216,0,-3,0
3946226,0,-4,0
3946236,-2,-6,-2
3946246,0,-4,-1
3946256,0,-5,0
3946266,-2,-5,0
3946276,0,-7,0
3946286,1,-6,-3
3946296,1,-5,0
3946306,0,-5,-1
3946316,0,-4,0
3946326,1,-4,0
3946336,1,-6,-4
3946346,-1,-6,0
3946356,0,-6,0
3946366,0,-6,-2
3946376,1,-3,0
3946386,1,-3,-2
3946396,0,-5,0
3946406,0,-3,1
3946416,0,-6,0
3946426,-1,-5,-3
3946436,2,-5,-1
3946446,0,-4,0
3946456,0,-5,0
3946466,0,-3,-1
3946476,0,-5,0
3946486,0,-8,-1
3946496,0,-4,0
3946506,0,-6,1
3946516,0,-4,0
3946526,2,-6,2
3946536,0,-5,-3
3946546,0,-5,-1
3946556,0,-5,1
3946566,0,-2,0
3946576,0,-6,0
3946586,-1,-5,0
3946596,0,-6,0
3946606,0,-5,1
3946616,0,-4,1
3946626,-1,-5,0
3946636,1,-5,0
3946646,-1,-4,1
3946656,2,-5,0
3946666,1,-4,-1
3946676,1,-4,0
3946686,0,-4,0
3946696,-1,-5,-3
3946706,0,-6,0
3946716,-1,-5,0
3946726,0,-4,-1
3946736,0,-4,-1
3946746,0,-6,-3
3946756,-1,-3,0
3946766,0,-4,2
3946776,0,-3,-1
3946786,0,-7,-2
3946796,1,-6,0
3946806,0,-4,1
3946816,0,-5,4
3946826,2,-5,0
3946836,1,-4,-3
3946846,0,-5,-4
3946856,1,-4,1
3946866,0,-4,0
3946876,0,-3,-1
3946886,2,-4,0
3946896,0,-4,1
3946906,-6,-8,5
3946916,-14,-6,-4
3946926,32,9,4
3946936,30,6,17
3946946,14,0,-35
3946956,-6,-12,38
3946966,9,-1,-32
3946976,-5,-8,0
3946986,6,-2,-17
3946996,-5,-8,14
3947006,2,-7,-10
3947016,-10,-12,31
3947026,9,-1,-34
3947036,-12,-12,25
3947046,4,-3,0
3947056,-24,-3,-10
3947066,34,1,-4
3947076,34,6,-22
3947086,-16,-10,0
3947096,-6,-6,17
3947106,6,-2,-28
3947116,5,-3,-12
3947126,6,-5,-4
3947136,-5,-6,14
3947146,6,-1,-13
3947156,-2,-3,21
3947166,2,-2,-20
3947176,0,-8,13
3947186,2,-4,0
3947196,13,-6,0
3947206,-16,-13,-4
3947216,27,5,9
3947226,3,-6,16
3947236,5,-2,-28
3947246,-7,-10,23
3947256,-3,-7,3
3947266,0,-5,1
3947276,5,-2,-7
3947346,-6,-9,10
3947356,0,-5,-3
3947366,23,2,21
3947376,-21,-16,-15
3947387,5,-3,12
3947396,-4,-3,-15
3947406,6,-2,-14
3947416,-2,-8,5
3947426,-2,-5,1
3947436,12,-2,-1
3947446,-5,-7,7
3947456,-1,-5,-11
3947466,-9,-9,2
3947476,6,-1,-4
3947486,0,-6,5
3947496,4,-4,-5
3947506,-19,-11,6
3947516,3,3,1
3947526,-40,-17,18
3947536,28,6,-16
3947546,-5,-4,16
3947556,10,1,-26
3947566,-12,-9,16
3947576,3,-8,2
3947586,-11,-14,33
3947596,12,-2,-28
3947606,-12,-11,14
3947616,4,-3,-14
3947626,-6,-7,16
3947636,5,-1,-11
3947646,3,-5,-1
3947656,3,-7,-9
3947666,-6,-10,6
3947676,2,-5,-1
3947686,0,-4,-7
3947696,2,-4,-4
3947706,0,-5,1
3947716,-1,-7,1
3947726,0,-4,1
3947736,3,-3,-3
3947746,0,-4,1
3947756,-2,-4,2
3947766,-1,-6,3
3947776,0,-5,-2
3947786,2,-6,-3
3947796,1,-6,-1
3947806,0,-6,0
3947816,2,-5,-1
3947826,1,-5,-1
3947836,0,-3,-2
3947846,0,-4,0
3947856,-1,-3,2
3947866,0,-7,0
3947876,0,-4,-1
3947966,0,-5,-1
3947976,0,-6,-1
3947986,0,-6,0
3947996,-1,-4,0
3948006,-1,-6,-1
3948016,1,-3,2
3948026,0,-6,1
3948036,0,-5,0
3948046,0,-6,-1
3948056,2,-6,0
3948066,0,-5,0
3948076,0,-5,1
3948086,0,-3,-2
3948096,-1,-4,0
3948106,-1,-4,0
3948116,0,-4,1
3948126,0,-6,2
3948136,2,-7,0
3948146,2,-6,-2
3948156,0,-6,0
3948166,1,-6,0
3948176,0,-6,0
3948186,-1,-4,-1
3948196,-1,-4,-3
3948206,0,-6,0
3948216,0,-4,0
3948226,0,-4,0
3948236,0,-3,0
3948246,1,-6,-1
3948256,-1,-4,-2
3948266,-1,-4,-1
3948276,0,-4,0
3948286,1,-6,-1
3948296,1,-5,-1
3948306,0,-4,-1
3948316,0,-4,-2
3948326,3,-5,1
3948336,0,-5,0
3948346,-1,-4,0
3948356,0,-6,1
3948366,-1,-7,1
3948376,0,-5,0
3948386,1,-8,-1
3948396,0,-4,-1
3948406,1,-6,1
3948416,0,-7,0
3948426,0,-5,0
3948436,-1,-6,2
3948446,-1,-4,-2
3948456,0,-7,0
3948466,0,-3,-1
3948476,-7,-7,0
3948486,9,0,7
3948496,11,-5,-9
3948506,24,3,10
3948516,16,-4,-16
3948526,0,-8,-9
3948537,-8,-7,1
3948546,-4,-5,-1
3948556,3,-5,-2
3948566,-7,-9,6
3948576,6,-2,-14
3948586,-18,-13,19
3948596,-1,-3,-13
3948606,-19,-6,5
3948616,2,-2,-22
3948626,9,-2,23
3948636,6,-8,-4
3948646,-6,-7,11
3948656,-6,-7,-7
3948666,0,-4,0
3948676,1,-5,-6
3948686,3,-5,4
3948696,1,-7,-4
3948706,7,1,-11
3948716,-6,-7,14
3948726,-4,-10,-4
3948736,-7,-7,2
3948746,7,-4,-5
3948756,3,-4,5
3948766,2,-2,0
3948776,-1,-6,1
3948786,2,-6,-3
3948796,0,-2,-2
3948806,1,-6,0
3948816,-1,-5,0
3948826,0,-5,0
3948836,0,-4,1
3948846,2,-3,0
3948856,1,-5,1
3948866,1,-5,0
3948876,0,-7,-1
3948886,0,-4,-3
3948896,0,-6,-1
3948906,1,-3,0
3948916,0,-6,0
3948926,1,-5,1
3948936,0,-4,0
3948946,2,-5,-1
3948956,1,-4,1
3948966,0,-5,0
3948976,0,-2,0
3948986,0,-4,0
3948996,0,-6,1
3949006,0,-5,0
3949016,0,-5,2
3949026,0,-6,1
3949036,0,-6,0
3949046,0,-4,-1
3949056,-1,-5,-1
3949066,0,-7,1
3949076,-1,-6,1
3949086,0,-6,-1
3949096,0,-7,-1
3949106,1,-3,-1
3949116,2,-3,1
3949126,0,-5,1
3949136,0,-4,-1
3949146,0,-6,-2
3949156,0,-4,0
3949166,0,-6,-1
3949176,-2,-7,0
3949246,0,-4,-4
3949256,1,-5,-1
3949266,0,-5,0
3949276,0,-4,0
3949286,0,-7,-1
3949296,1,-6,-1
3949306,0,-5,0
3949316,0,-5,1
3949326,0,-4,1
3949336,-1,-5,0
3949346,1,-2,0
3949356,-1,-5,0
3949366,1,-3,-1
3949376,0,-5,0
3949386,0,-3,-1
3949396,0,-5,-1
3949406,1,-2,-1
3949416,0,-6,1
3949426,1,-5,1
3949436,0,-4,0
3949446,2,-6,-2
3949456,0,-5,-2
3949466,1,-5,0
3949476,0,-4,0
3949486,-1,-4,0
3949496,0,-5,-1
3949506,0,-5,1
3949516,0,-4,0
3949526,0,-4,1
3949536,-2,-5,-1
3949546,0,-5,1
3949556,0,-5,0
3949566,0,-6,2
3949576,0,-3,1
3949586,1,-6,0
3949596,0,-4,-1
3949606,1,-5,-3
3949616,0,-4,-1
3949626,0,-6,0
3949636,0,-4,1
3949646,0,-4,0
3949656,1,-7,0
3949666,0,-4,-1
3949676,-1,-7,0
3949686,-1,-3,0
3949696,2,-4,-1
3949706,-1,-7,-1
3949716,-21,-5,-14
3949726,18,1,15
3949736,-39,-18,8
3949746,19,3,-5
3949756,0,-5,25
3949766,15,1,-28
3949776,-9,-9,20
3949786,-11,0,-24
3949796,28,1,24
3949806,-3,-13,-7
3949816,19,2,10
3949826,-10,-11,26
3949836,0,-2,-27
3949846,-7,-8,20
3949856,10,0,-3
3949866,0,-5,17
3949876,9,-2,-16
3949886,-8,-11,9
3949896,3,-6,-8
3949906,-2,-7,7
3949916,6,-2,-7
3949986,-2,-8,2
3949996,0,-6,-2
3950006,1,-5,1
3950016,3,-2,-1
3950026,0,-6,-1
3950036,1,-5,-2
3950046,-1,-2,0
3950056,0,-5,0
3950066,0,-5,0
3950076,1,-5,0
3950086,0,-6,0
3950096,0,-5,-1
3950106,-1,-5,1
3950116,0,-4,0
3950126,0,-6,0
3950136,0,-4,-1
3950146,-1,-7,-1
3950156,0,-7,0
3950166,0,-5,-1
3950176,0,-6,1
3950186,0,-5,1
3950196,0,-5,0
3950206,1,-3,0
3950216,-1,-6,1
3950226,0,-3,1
3950236,1,-7,-4
3950246,0,-7,1
3950256,0,-5,-2
3950266,0,-4,-1
3950276,0,-5,1
3950286,0,-2,-1
3950296,0,-6,-1
3950306,0,-6,0
3950316,2,-5,0
3950326,2,-3,2
3950336,0,-4,0
3950346,0,-5,0
3950356,0,-5,0
3950366,0,-7,-4
3950376,2,-4,0
3950386,-1,-4,0
3950396,-1,-5,2
3950406,0,-8,-3
3950416,1,-7,-2
3950426,3,-6,1
3950436,1,-4,1
3950446,0,-4,0
3950456,0,-5,-1
3950466,1,-5,0
3950476,0,-5,2
3950486,1,-5,0
3950496,1,-6,-1
3950506,0,-4,-1
3950516,2,-6,0
3950526,1,-4,-1
3950536,0,-4,0
3950546,-1,-4,0
3950556,0,-7,-2
3950566,0,-3,0
3950576,0,-5,0
3950586,1,-4,0
3950596,-1,-4,0
3950606,1,-4,-1
3950616,-1,-5,-1
3950626,0,-6,0
3950636,0,-3,0
3950646,2,-5,1
3950656,0,-3,-1
3950726,0,-4,1
3950736,2,-7,-2
3950746,2,-4,0
3950756,0,-4,0
3950766,-2,-7,1
3950776,0,-4,0
3950786,0,-4,2
3950796,0,-4,0
3950806,-1,-6,-1
3950816,-2,-4,-2
3950826,1,-5,1
3950836,0,-5,2
3950846,0,-7,0
3950856,0,-6,-2
3950866,1,-6,0
3950876,0,-4,0
3950886,0,-4,0
3950896,2,-4,0
3950906,0,-5,-1
3950916,-2,-6,1
3950926,0,-2,0
3950936,0,-5,0
3950946,1,-6,0
3950956,0,-6,-3
3950966,0,-6,0
3950976,0,-4,1
3950986,1,-5,1
3950996,0,-6,1
3951006,0,-4,-1
3951016,1,-3,-1
3951026,1,-5,-2
3951036,1,-5,0
3951046,0,-5,1
3951056,1,-5,-2
3951066,0,-3,-1
3951076,-2,-5,0
3951086,1,-6,0
3951096,-1,-5,0
3951106,0,-4,-1
3951116,0,-4,-3
3951126,0,-3,2
3951136,0,-5,0
3951146,0,-6,1
3951156,0,-5,-2
3951166,0,-6,0
3951176,0,-6,1
3951186,0,-6,2
3951196,1,-5,0
3951206,1,-5,0
3951216,0,-5,-2
3951226,-1,-5,1
3951236,2,-4,-1
3951246,-1,-5,-1
3951256,0,-5,-3
3951266,1,-6,0
3951276,0,-6,-1
3951286,-1,-5,0
3951296,0,-5,1
3951306,0,-5,0
3951316,0,-5,-2
3951326,1,-4,-3
3951336,1,-4,1
3951346,1,-5,-1
3951356,-1,-6,-1
3951366,1,-4,0
3951376,0,-7,-1
3951386,0,-3,0
3951396,0,-4,-1
3951406,0,-4,0
3951416,0,-2,-1
3951426,3,-6,-1
3951436,0,-6,0
3951446,0,-6,1
3951456,0,-3,-2
3951466,0,-3,1
3951476,-1,-4,1
3951486,-1,-5,0
3951496,1,-7,1
3951506,0,-6,-4
3951516,1,-4,0
3951526,0,-3,0
3951536,1,-4,-1
3951546,-1,-5,0
3951556,0,-5,0
3951566,1,-4,0
3951576,0,-6,0
3951586,0,-4,0
3951596,2,-5,0
3951606,0,-6,0
3951616,-2,-3,0
3951626,0,-6,0
3951636,1,-3,1
3951646,0,-6,1
3951656,0,-4,0
3951666,0,-3,-1
3951676,0,-4,-1
3951686,0,-6,2
3951696,0,-5,0
3951706,-2,-6,0
3951716,-1,-6,0
3951786,0,-4,1
3951796,0,-5,0
3951806,1,-5,-1
3951816,1,-6,1
3951826,1,-5,0
3951836,0,-3,-1
3951846,0,-6,0
3951856,0,-3,-1
3951866,0,-7,0
3951876,0,-3,2
3951886,0,-5,0
3951896,1,-3,0
3951906,0,-4,0
3951916,0,-4,0
3951926,3,-6,0
3951936,0,-5,0
3951946,0,-4,0
3951956,0,-5,0
3951966,0,-5,0
3951976,2,-4,1
3951986,-1,-5,-3
3951996,0,-5,0
3952006,0,-4,-3
3952016,0,-3,0
3952026,1,-3,0
3952036,0,-5,1
3952046,-1,-2,0
3952056,1,-6,0
3952066,3,-6,-30
3952076,16,-3,31
3952086,0,-6,-13
3952096,-10,-10,0
3952106,-5,-5,1
3952116,0,-3,-6
3952126,-3,-5,6
3952136,0,-4,3
3952146,0,-6,3
3952156,-9,-8,-3
3952166,13,0,-2
3952176,3,-4,-1
3952186,-2,-5,-1
3952196,-41,-13,-2
3952206,-25,-22,11
3952216,18,-3,1
3952226,-4,-4,-21
3952236,-11,-8,31
3952246,-8,-10,15
3952256,-1,-5,-3
3952266,8,-1,-8
3952276,4,-1,-12
3952286,0,-7,-4
3952296,-5,-3,20
3952306,11,0,-23
3952316,0,-4,-1
3952326,0,-6,-6
3952336,-5,-9,11
3952346,5,-5,-7
3952356,0,-3,-1
3952366,4,-3,-5
3952376,-2,-6,5
3952386,0,-3,0
3952396,-2,-6,2
3952406,2,-4,-4
3952416,-1,-5,4
3952426,1,-4,0
3952436,-1,-6,1
3952446,0,-3,0
3952456,0,-6,0
3952466,0,-4,0
3952476,0,-4,1
3952486,3,-4,0
3952496,3,-4,0
3952506,0,-6,0
3952516,0,-5,-3
3952526,0,-6,0
3952536,1,-4,0
3952546,-1,-2,4
3952556,1,-6,0
3952566,1,-5,0
3952576,-1,-3,1
3952586,0,-5,0
3952596,0,-4,1
3952606,0,-2,-2
3952616,1,-5,0
3952626,-1,-6,0
3952636,-1,-3,0
3952706,0,-5,1
3952716,0,-5,-1
3952726,0,-6,1
3952736,1,-5,1
3952746,1,-6,0
3952756,1,-3,0
3952766,0,-5,-3
3952776,0,-4,-1
3952786,0,-5,1
3952796,-1,-6,0
3952806,0,-5,-2
3952816,1,-5,-1
3952826,1,-4,1
3952836,2,-4,0
3952846,0,-6,0
3952856,0,-5,0
3952866,1,-5,-1
3952876,0,-5,0
3952886,-1,-6,2
3952896,1,-5,1
3952906,0,-5,1
3952916,-1,-5,-3
3952926,0,-4,0
3952936,-1,-3,0
3952946,0,-4,0
3952956,0,-7,0
3952966,0,-7,0
3952976,0,-5,-1
3952986,0,-6,2
3952996,0,-6,-1
3953006,0,-3,1
3953016,1,-4,-1
3953026,2,-5,0
3953036,0,-6,2
3953046,0,-5,1
3953056,-7,-4,4
3953066,34,3,-12
3953076,13,-6,2
3953086,23,0,-37
3953096,-10,-12,28
3953106,0,-6,-18
3953116,-4,-10,17
3953126,-10,-8,-19
3953136,11,6,9
3953146,0,-6,-8
3953156,21,3,-38
3953166,-12,-13,30
3953176,0,-7,-17
3953186,0,-6,14
3953196,-1,-5,-18
3953266,-1,-6,-1
3953276,2,-5,-1
3953286,-3,-3,2
3953296,0,-3,0
3953306,0,-5,1
3953316,0,-5,-1
3953326,0,-8,-1
3953336,0,-4,0
3953346,1,-5,0
3953356,0,-5,-1
3953366,0,-4,0
3953376,0,-6,-1
3953386,-2,-7,1
3953396,0,-3,2
3953406,1,-4,0
3953416,2,-7,-1
3953426,-1,-6,0
3953436,2,-5,1
3953446,0,-4,2
3953456,0,-5,0
3953466,0,-4,0
3953476,0,-5,2
3953486,1,-4,0
3953496,3,-5,-3
3953506,1,-5,-1
3953516,0,-5,0
3953526,-2,-7,0
3953536,0,-6,-1
3953546,0,-4,0
3953556,2,-4,0
3953566,1,-4,0
3953576,0,-4,2
3953586,2,-2,2
3953596,2,-6,0
3953606,0,-4,-1
3953616,-3,-5,-2
3953626,0,-6,1
3953636,0,-6,-2
3953646,1,-5,-1
3953656,0,-4,0
3953666,0,-3,0
3953676,0,-4,0
3953686,-2,-5,2
3953696,0,-4,0
3953706,0,-5,2
3953716,0,-5,-3
3953726,-1,-3,-1
3953736,-1,-5,2
3953746,0,-5,-1
3953756,1,-5,0
3953766,0,-7,-2
3953776,0,-4,-1
3953786,0,-5,1
3953796,0,-7,2
3953806,0,-4,0
3953816,0,-4,-2
3953826,1,-4,-1
3953836,0,-5,-2
3953846,0,-3,2
3953856,0,-6,-1
3953866,-1,-5,0
3953876,0,-4,0
3953886,-1,-4,0
3953896,0,-2,0
3953906,0,-4,-1
3953916,0,-4,0
3953926,0,-5,0
3953936,0,-7,1
3953946,0,-4,0
3953956,0,-6,2
3953966,0,-4,-1
3953976,1,-4,0
3953986,0,-3,1
3953996,0,-5,0
3954006,0,-5,0
3954016,0,-4,0
3954026,0,-8,0
3954036,0,-4,-1
3954106,0,-5,0
3954116,1,-5,-1
3954126,1,-5,2
3954136,2,-4,0
3954146,-1,-5,0
3954156,0,-5,-2
3954166,-1,-4,-2
3954176,0,-4,0
3954186,1,-9,0
3954196,1,-4,0
3954206,0,-4,-1
3954216,-1,-3,-1
3954226,0,-5,1
3954236,3,-4,-23
3954246,13,-1,19
3954256,-12,-15,7
3954266,-17,-14,9
3954276,-5,-5,0
3954286,3,-3,-12
3954296,-11,-8,6
3954306,-1,-6,-1
3954316,10,-2,4
3954326,1,-5,-11
3954336,11,9,-21
3954346,-18,-13,13
3954356,28,9,12
3954366,18,3,-30
3954376,0,-5,-26
3954386,-12,-11,9
3954396,-11,-8,8
3954406,5,-4,-13
3954416,4,-5,-7
3954426,13,-2,-6
3954436,-10,-12,6
3954446,-4,-6,0
3954456,-12,-7,14
3954466,19,0,-14
3954476,-13,-8,-10
3954486,8,-1,-47
3954496,-12,-10,46
3954506,10,2,-30
3954516,0,-5,-2
3954526,7,0,-8
3954536,-3,-6,5
3954546,4,-2,-4
3954556,-3,-6,4
3954566,5,-2,-3
3954576,-9,-6,-3
3954586,10,-1,8
3954596,-2,-7,27
3954606,15,0,-28
3954616,-6,-10,19
3954626,0,-6,-6
3954636,-5,-5,12
3954646,3,-3,-7
3954656,0,-7,5
3954666,5,-3,-7
3954676,-3,-5,5
3954686,3,-3,-3
3954696,0,-4,2
3954706,1,-6,-3
3954716,-3,-4,4
3954726,1,-5,-2
3954736,1,-5,-2
